spatial_element,psychological_perception,behavioral_motivation,relation_type,image_id,behavioral_motivation_standardized
buildings,sense of confinement,restrict exploration,negative,202212_114.1136781_22.5459787.png,limited engagement
bridges,possibilities for movement,encourage exploration,positive,202212_114.1136781_22.5459787.png,encourage exploration
roads,urban density,limit perception of unboundedness,negative,202212_114.1136781_22.5459787.png,constrained choices
sidewalks,sense of movement,encourages walking,positive,202212_114.11459180000001_22.55045009999999.png,encourages activity
traffic,feeling of congestion,restricts exploration,negative,202212_114.11459180000001_22.55045009999999.png,reduction of movement
buildings,sense of enclosure,limits visibility,negative,202212_114.11459180000001_22.55045009999999.png,limited visibility
railway,perception of barriers,discourages movement,negative,202212_114.11459180000001_22.55045009999999.png,discourages wandering
city,connectedness,promotes navigation,positive,202212_114.11459180000001_22.55045009999999.png,encourages movement
intersection,sense of openness,exploration and movement,positive,202212_114.115885_22.542810800000005.png,encouraged exploration
buildings,feeling of vastness,navigation within the landscape,positive,202212_114.115885_22.542810800000005.png,navigating the urban environment
intersection,sense of open possibilities,exploration,positive,202212_114.1155962_22.578588599999996.png,exploration
roads,impression of vastness,movement in multiple directions,positive,202212_114.1155962_22.578588599999996.png,engagement with environment
buildings,feeling of limited boundaries,navigating space,positive,202212_114.1155962_22.578588599999996.png,walking
road,sense of openness,exploration,positive,202212_114.12189830000001_22.547177099999995.png,exploration
infrastructure,predefined pathways,limited exploration,negative,202212_114.12189830000001_22.547177099999995.png,limited exploration
buildings,sense of boundaries,restricted movement,negative,202212_114.12189830000001_22.547177099999995.png,diminished engagement
traffic,constrained possibilities,cautious navigation,negative,202212_114.12189830000001_22.547177099999995.png,careful navigation
streetscape,sense of scope for exploration,imagine moving along the street,positive,202212_114.1221424_22.5430785.png,decision-making
traffic,implied limitations,restrict movement,negative,202212_114.1221424_22.5430785.png,lack of freedom
pathways,positive contribution to exploration,move in multiple directions,positive,202212_114.1221424_22.5430785.png,move in multiple directions
street,structured environment,limited exploration,negative,202212_114.11790390000002_22.574163199999994.png,limited exploration
buildings,imposing presence,restricted movement,negative,202212_114.11790390000002_22.574163199999994.png,diminished engagement
sidewalks,defined paths,navigating space,positive,202212_114.11790390000002_22.574163199999994.png,walking
greenery,inviting atmosphere,encouraging relaxation,positive,202212_114.11790390000002_22.574163199999994.png,minimal interaction
buildings,restricted exploration,limited movement,negative,202212_114.12220825245038_22.563703360607565.png,diminished engagement
fences,constrained possibilities,avoidance of discovery,negative,202212_114.12220825245038_22.563703360607565.png,avoidance of pedestrian activities
traffic,sense of confinement,hesitation to explore,negative,202212_114.12220825245038_22.563703360607565.png,exploratory hesitation
street,sense of openness,exploring surroundings,positive,202212_114.12250510000001_22.569388200000002.png,exploration of environment
buildings,feeling of confinement,limited exploration,negative,202212_114.12250510000001_22.569388200000002.png,limited exploration
sidewalks,sense of safety,walking,positive,202212_114.12250510000001_22.569388200000002.png,unrestricted movement
traffic,stress and anxiety,hesitation to engage,negative,202212_114.12250510000001_22.569388200000002.png,reluctance to navigate
roads,sense of exploration,encourages movement,positive,202212_114.1259666_22.5495058.png,promotes interaction
intersection,feeling of openness,invites discovery,positive,202212_114.1259666_22.5495058.png,encouragement to discover
streets,expansive perspective,promotes wandering,positive,202212_114.1259666_22.5495058.png,promotes interaction
pathways,freedom of choice,facilitates exploration,positive,202212_114.1259666_22.5495058.png,encourages venturing out
streetscape,sense of spaciousness,movement along the road,positive,202212_114.124049_22.5739252.png,exploration
buildings,sense of enclosure,limited exploration,negative,202212_114.124049_22.5739252.png,limited exploration
sidewalks,sense of boundaries,restricted movement,negative,202212_114.124049_22.5739252.png,diminished engagement
intersection,sense of limitation,reduced exploration,negative,202212_114.1282478_22.556577899999997.png,limited exploration
buildings,lack of opportunity,minimal engagement,negative,202212_114.1282478_22.556577899999997.png,mild engagement with surroundings
street,moderate openness,cautious navigation,neutral,202212_114.1282478_22.556577899999997.png,careful navigation
road,sense of movement,exploration,positive,202212_114.12949016241659_22.558269175576793.png,exploration
barriers,feeling of constraint,restricted movement,negative,202212_114.12949016241659_22.558269175576793.png,diminished engagement
traffic,sense of danger,hesitation to move freely,negative,202212_114.12949016241659_22.558269175576793.png,reluctance to navigate
structures,feeling of confinement,avoidance of exploration,negative,202212_114.12949016241659_22.558269175576793.png,discourage exploration
intersection,sense of exploration,navigate the area,positive,202212_114.13172_22.5619088.png,navigating urban spaces
infrastructure,feeling of structure,follow defined paths,positive,202212_114.13172_22.5619088.png,adherence to design
buildings,urban density,engage with surroundings,positive,202212_114.13172_22.5619088.png,engages with environment
streets,boundaries of movement,stay within limits,neutral,202212_114.13172_22.5619088.png,restricted mobility
sidewalks,safety in movement,walk comfortably,positive,202212_114.13172_22.5619088.png,encourages movement
streets,moderate exploration potential,movement along pathways,neutral,202212_114.1260223_22.545151.png,movement along a path
sidewalks,limited feeling of vastness,restricted exploration,negative,202212_114.1260223_22.545151.png,reduction of movement
buildings,substantial urban expanse,navigating urban space,positive,202212_114.1260223_22.545151.png,navigating through spaces
pathways,implicit boundaries,constrained movement,negative,202212_114.1260223_22.545151.png,diminished engagement
street,sense of potential movement,exploration of the city,positive,202212_114.1347298_22.5653844.png,exploration of the city
buildings,feeling of urban density,encouragement to discover,positive,202212_114.1347298_22.5653844.png,inspires curiosity
sidewalks,sense of safety,walking and interacting,positive,202212_114.1347298_22.5653844.png,invites engagement
roads,sense of exploration,encourages walking,positive,202212_114.2485962_22.597206699999997.png,encourages activity
sidewalks,sense of openness,promotes social interaction,positive,202212_114.2485962_22.597206699999997.png,invites engagement
buildings,broader urban landscape,invites exploration,positive,202212_114.2485962_22.597206699999997.png,exploring areas
cars,limited exploration,restricts movement,negative,202212_114.2485962_22.597206699999997.png,constrained movement
construction,disruption of space,creates avoidance,negative,202212_114.2485962_22.597206699999997.png,mild engagement with surroundings
intersection,sense of confinement,limited exploration,negative,202212_114.1380678_22.544122199999997.png,limited exploration
roads,moderate openness,navigating pathways,neutral,202212_114.1380678_22.544122199999997.png,following path
buildings,urban density,social interaction,positive,202212_114.1380678_22.544122199999997.png,engagement in urban landscape
sidewalks,invitation to walk,pedestrian movement,positive,202212_114.1380678_22.544122199999997.png,pedestrian movement
natural elements,refreshing contrast,seeking respite,positive,202212_114.1380678_22.544122199999997.png,encouraged relaxation
sidewalks,restricted exploration,limited movement,negative,202212_114.1399675_22.587510199999997.png,diminished engagement
roads,restricted exploration,limited movement,negative,202212_114.1399675_22.587510199999997.png,diminished engagement
fencing,feeling of confinement,avoidance of exploration,negative,202212_114.1399675_22.587510199999997.png,discourage exploration
