spatial_element,psychological_perception,behavioral_motivation,relation_type,image_id,behavioral_motivation_standardized
traffic,stressful environment,difficulty in disconnecting,negative,202212_113.8993527_22.7867448.png,inhibits relaxation
buildings,sense of confinement,feeling of obligation,negative,202212_113.8993527_22.7867448.png,feeling of being rushed
infrastructure,overwhelming presence,constant awareness of obligations,negative,202212_113.8993527_22.7867448.png,staying engaged with responsibilities
trees,sense of separation,seek refuge,positive,202212_113.8994872_22.4809686.png,seeking calmness
traffic,connected environment,navigate urban space,negative,202212_113.8994872_22.4809686.png,navigate urban space
buildings,functional urban space,engage with surroundings,neutral,202212_113.8994872_22.4809686.png,engage with surroundings
underpass,not conducive to escape,remain in daily life,negative,202212_113.90004392649917_22.540017152868153.png,maintains usual obligations
traffic,stressful environment,avoidance of the area,negative,202212_113.90004392649917_22.540017152868153.png,seek refuge from urban demands
infrastructure,lack of refuge,continue with routine,negative,202212_113.90004392649917_22.540017152868153.png,continuation of everyday life
street,lack of escape,no mental detachment,negative,202212_113.9007474100415_22.77763015527308.png,no mental detachment
traffic,connected to everyday life,no refuge,negative,202212_113.9007474100415_22.77763015527308.png,lack of mental break
buildings,not distinct,no significant mental detachment,negative,202212_113.9007474100415_22.77763015527308.png,no opportunity for respite
trees,temporary escape,seeking respite,positive,202212_113.90181678152064_22.55362767441567.png,need for tranquility
walkway,feeling of respite,walking leisurely,positive,202212_113.90181678152064_22.55362767441567.png,move about freely
streetscape,moderate sense of being away,exploring surroundings,positive,202212_113.90181678152064_22.55362767441567.png,engage in routine activities
traffic,diluted effect,avoiding areas,negative,202212_113.90181678152064_22.55362767441567.png,escape from daily nuisances
construction,diluted effect,avoiding areas,negative,202212_113.90181678152064_22.55362767441567.png,escape from daily nuisances
trees,sense of escape,mental respite,positive,202212_113.90203875985169_22.596490384445456.png,pleasant break
greenery,peaceful scene,escape from daily nuisances,positive,202212_113.90203875985169_22.596490384445456.png,escape daily pressures
pedestrian,relaxation,enjoyment of solitude,positive,202212_113.90203875985169_22.596490384445456.png,seek tranquility
street,lack of refuge,difficulty disconnecting,negative,202212_113.90390698964444_22.774286045161404.png,challenging to rest
infrastructure,constant distraction,inability to escape,negative,202212_113.90390698964444_22.774286045161404.png,seek escape
intersection,not a refuge,difficult to escape,negative,202212_113.90245330000002_22.580992999999996.png,lack of escape from responsibilities
traffic,constant activity,feeling detached,negative,202212_113.90245330000002_22.580992999999996.png,escape from urban density
infrastructure,usual concerns,active public space,negative,202212_113.90245330000002_22.580992999999996.png,urban interaction
streetscape,not a refuge,navigating traffic,negative,202212_113.9032191_22.7853983.png,ongoing engagement with daily life
buildings,active transit,reaching a destination,neutral,202212_113.9032191_22.7853983.png,mental escape
street,limited sense of escape,avoidance of urban pressures,negative,202212_113.90481946989334_22.537548032462794.png,desire to escape
traffic,lack of refuge,increased stress,negative,202212_113.90481946989334_22.537548032462794.png,continued stress
intersection,low quality of being away,reminded of outside demands,negative,202212_113.9047575_22.5314773.png,constant awareness of obligations
traffic,stressful environment,avoidance of the area,negative,202212_113.9047575_22.5314773.png,seek refuge from urban demands
infrastructure,lack of refuge,seeking quieter spaces,negative,202212_113.9047575_22.5314773.png,escape from daily life
road,not a refuge,demanding attention,negative,202212_113.904887_22.525975400000004.png,demands attention
traffic,stressful environment,increased alertness,negative,202212_113.904887_22.525975400000004.png,increased awareness of surroundings
infrastructure,active engagement,distraction,negative,202212_113.904887_22.525975400000004.png,partial distraction
intersection,low sense of being away,difficult to disconnect,negative,202212_113.9048747_22.5351983.png,difficult to disconnect
traffic,presence of daily demands,engagement in daily activities,negative,202212_113.9048747_22.5351983.png,engagement in daily activities
pedestrians,lack of quiet seclusion,inability to retreat,negative,202212_113.9048747_22.5351983.png,no significant relaxation
trees,detachment from concerns,seeking refuge,positive,202212_113.90588_22.572369.png,seeking serenity
urban,limited refuge,facing nuisances,negative,202212_113.90588_22.572369.png,no opportunity for respite
trees,lack of escape,continue driving,negative,202212_113.9052629_22.544617799999997.png,engage in routine activities
traffic,stress from urban elements,feel overwhelmed,negative,202212_113.9052629_22.544617799999997.png,increased stress
view,part of ongoing flow,not seeking refuge,negative,202212_113.9052629_22.544617799999997.png,no calming effect
street,lack of refuge,avoidance of the area,negative,202212_113.9071875_22.784018599999996.png,seek refuge from urban demands
traffic,stressful environment,increased urgency,negative,202212_113.9071875_22.784018599999996.png,navigation and travel concerns
buildings,routine demands,continuation of tasks,negative,202212_113.9071875_22.784018599999996.png,engagement in daily demands
street,not a refuge,demanding attention,negative,202212_113.9079124_22.4861306.png,demands attention
buildings,not an escape,focusing on tasks,negative,202212_113.9079124_22.4861306.png,stay present
vehicles,lack of escape,continue daily tasks,negative,202212_113.90703711639695_22.781499274355372.png,continue daily tasks
roads,connection to responsibilities,remain engaged in routine,negative,202212_113.90703711639695_22.781499274355372.png,commitment to daily life
buildings,absence of refuge,avoid relaxation,negative,202212_113.90703711639695_22.781499274355372.png,inability to relax
greenery,mental escape,departure from demands,positive,202212_113.909758_22.487155499999997.png,lack of tranquil escape
environment,change of scenery,relief from stress,positive,202212_113.909758_22.487155499999997.png,limited disengagement from daily demands
noise,lack of peace,avoid the area,negative,202212_113.9090281_22.475081299999996.png,avoid the area
traffic,urban disruption,seek quieter spaces,negative,202212_113.9090281_22.475081299999996.png,escape from urban pressures
development,mental detachment,disengage from surroundings,negative,202212_113.9090281_22.475081299999996.png,seeking tranquility
traffic,lack of refuge,stay connected,negative,202212_113.9088971_22.5624485.png,increased urban engagement
construction,disconnection from responsibilities,avoid relaxation,negative,202212_113.9088971_22.5624485.png,inability to relax
city,overstimulation,remain alert,negative,202212_113.9088971_22.5624485.png,focus on routine
trees,sense of separation,calmer setting,positive,202212_113.9097868_22.4838288.png,less peaceful experience
pathways,feeling of being away,escape from demands,positive,202212_113.9097868_22.4838288.png,escape from daily demands
trees,slight natural element,none,neutral,202212_113.9101582_22.5185216.png,none
traffic,hustle and bustle,none,negative,202212_113.9101582_22.5185216.png,none
barriers,sense of confinement,none,negative,202212_113.9101582_22.5185216.png,none
urban setting,lack of refuge,none,negative,202212_113.9101582_22.5185216.png,none
traffic,lack of escape,continue thinking about obligations,negative,202212_113.9101226_22.5151741.png,stay alert to demands
buildings,sense of confinement,avoid relaxation,negative,202212_113.9101226_22.5151741.png,inability to relax
establishments,overwhelmed by responsibilities,remain engaged with duties,negative,202212_113.9101226_22.5151741.png,commitment to daily life
greenery,slight comfort,brief respite from stress,neutral,202212_113.9101226_22.5151741.png,escape from stresses
street,not a refuge,engage with,negative,202212_113.91085916435753_22.76927076485941.png,active public space
traffic,constant activity,engage with,negative,202212_113.91085916435753_22.76927076485941.png,active public space
commerce,busy environment,engage with,negative,202212_113.91085916435753_22.76927076485941.png,active public space
traffic,not a refuge,not escaping fatigue,negative,202212_113.9114993_22.587506.png,difficulty to relax
infrastructure,functional design,not promoting relaxation,negative,202212_113.9114993_22.587506.png,limited relaxation
urban,everyday demands,not finding peace,negative,202212_113.9114993_22.587506.png,lack of refuge
