spatial_element,psychological_perception,behavioral_motivation,relation_type,image_id,behavioral_motivation_standardized
greenery,fascination,exploration,positive,202212_113.9239898_22.504820799999997.png,exploration
vehicles,orderly environment,movement,positive,202212_113.9239898_22.504820799999997.png,movement
sky,limited captivating potential,boredom,negative,202212_113.9239898_22.504820799999997.png,boredom
residential,somewhat repetitive,disengagement,negative,202212_113.9239898_22.504820799999997.png,disengagement
signals,moderate fascination,engagement with surroundings,positive,202212_113.9234315_22.765904799999998.png,engagement with surroundings
vehicles,visual interest,exploration of space,positive,202212_113.9234315_22.765904799999998.png,exploration of space
greenery,preventing boredom,appreciation of nature,positive,202212_113.9234315_22.765904799999998.png,admiration
layout,some visual interest,navigation through space,positive,202212_113.9234315_22.765904799999998.png,navigating the environment
sky,visually engaging environment,enjoyment of outdoor activities,positive,202212_113.9234315_22.765904799999998.png,enjoyment of outdoor activities
urban,limited fascination,comparison to natural landscapes,negative,202212_113.9234315_22.765904799999998.png,comparison to natural landscapes
trees,visual interest,engagement,positive,202212_113.9264576_22.542926699999995.png,engagement
architecture,visual interest,engagement,positive,202212_113.9264576_22.542926699999995.png,engagement
road,lack of engagement,disinterest,negative,202212_113.9264576_22.542926699999995.png,disinterest
infrastructure,limited fascination,passivity,negative,202212_113.9264576_22.542926699999995.png,avoidance of area
greenery,visually engaging environment,draw attention,positive,202212_113.9270181_22.5401367.png,notice activity
sunlight,enhanced mood,encourage outdoor activities,positive,202212_113.9270181_22.5401367.png,encourage outdoor activities
road,sense of exploration,promote walking,positive,202212_113.9270181_22.5401367.png,promote walking
sign,subtle interest,prevent boredom,positive,202212_113.9270181_22.5401367.png,prevent boredom
signage,visual stimulation,attract attention,positive,202212_113.9270181_22.5401367.png,invites exploration
greenery,mildly interesting,limited engagement,neutral,202212_113.9244485_22.5285296.png,limited engagement
traffic,detracts from appeal,reduces exploration,negative,202212_113.9244485_22.5285296.png,reduces exploration
sky,detracts from visual appeal,discourages outdoor activities,negative,202212_113.9244485_22.5285296.png,discourages outdoor activities
structures,limits novelty,reduces engagement,negative,202212_113.9244485_22.5285296.png,minimal engagement
streetscape,limited engagement,lack of exploration,negative,202212_113.9272727_22.510836999999995.png,lack of exploration
greenery,visual interest,attraction to nature,positive,202212_113.9272727_22.510836999999995.png,appreciation of nature
buildings,functional monotony,disinterest in surroundings,negative,202212_113.9272727_22.510836999999995.png,disinterest in surroundings
traffic,heightened awareness,increased engagement,positive,202212_113.9274017_22.4976544.png,increased engagement
pedestrians,social connection,interaction with others,positive,202212_113.9274017_22.4976544.png,participation in social life
cyclists,dynamic environment,exploration,positive,202212_113.9274017_22.4976544.png,exploration
art,aesthetic appreciation,inspiration,positive,202212_113.9274017_22.4976544.png,curiosity about movement
architecture,curiosity,observation,positive,202212_113.9274017_22.4976544.png,observation
environment,moderate fascination,passive enjoyment,neutral,202212_113.9274017_22.4976544.png,passive enjoyment
buildings,visual interest,prevent boredom,positive,202212_113.9276643_22.528331500000004.png,prevent boredom
traffic,limited fascination,reduce engagement,negative,202212_113.9276643_22.528331500000004.png,decreased engagement
vehicles,moderately engaging scene,encourage activity,positive,202212_113.9276643_22.528331500000004.png,promotes movement
greenery,engaging scene,capture attention,positive,202212_113.9273794_22.5460211.png,attention capture
architecture,visual interest,reduce boredom,positive,202212_113.9273794_22.5460211.png,struggle with monotony
traffic,dynamic environment,stimulate observation,positive,202212_113.9273794_22.5460211.png,stimulate observation
sunlight,appealing atmosphere,enhance enjoyment,positive,202212_113.9273794_22.5460211.png,provide relaxation
sky,uplifting feeling,promote relaxation,positive,202212_113.9273794_22.5460211.png,desire for relaxation
architecture,moderate fascination,engagement with surroundings,neutral,202212_113.9300666_22.484872799999998.png,engagement with surroundings
greenery,visual interest,appreciation of nature,positive,202212_113.9300666_22.484872799999998.png,admiration
traffic,limited detail,reduced exploration,negative,202212_113.9300666_22.484872799999998.png,reduced exploration
sky,cloudy atmosphere,diminished mood,negative,202212_113.9300666_22.484872799999998.png,lack of restoration
ivy,mild interest,briefly glance,positive,202212_113.9281393_22.7900159.png,briefly glance
mural,curiosity,stop and observe,positive,202212_113.9281393_22.7900159.png,stop and observe
traffic,overwhelm,hurry through,negative,202212_113.9281393_22.7900159.png,momentary pause
buildings,functional focus,navigate efficiently,neutral,202212_113.9281393_22.7900159.png,rushed navigation
workers,distracted,avoid interaction,negative,202212_113.9281393_22.7900159.png,reduced curiosity
architecture,vibrant atmosphere,engagement with surroundings,positive,202212_113.9303129_22.7637627.png,engagement with surroundings
greenery,restorative qualities,seeking tranquility,positive,202212_113.9303129_22.7637627.png,desire for calm
traffic,overwhelmed feeling,avoidance of urban areas,negative,202212_113.9303129_22.7637627.png,avoidance of urban areas
infrastructure,lack of fascination,disinterest in exploration,negative,202212_113.9303129_22.7637627.png,disinterest in exploration
streetscape,moderate fascination,sustained attention,neutral,202212_113.9301571_22.5029952.png,prolonged observation
greenery,slight interest,exploration,positive,202212_113.9301571_22.5029952.png,exploration
traffic,boredom,disengagement,negative,202212_113.9301571_22.5029952.png,disengagement
utility,lack of wonder,indifference,negative,202212_113.9301571_22.5029952.png,reduced curiosity
trees,limited fascination,potential boredom,negative,202212_113.9297827_22.5814899.png,potential boredom
greenery,functional urban environment,lack of engagement,negative,202212_113.9297827_22.5814899.png,lack of engagement
architecture,lack of visual interest,disinterest,negative,202212_113.9297827_22.5814899.png,disinterest
cars,absence of focal points,reduced attention,negative,202212_113.9297827_22.5814899.png,reduced attention
trees,visual interest,engagement with surroundings,positive,202212_113.9307835_22.518959599999995.png,engagement with surroundings
buildings,moderate fascination,exploration of urban space,neutral,202212_113.9307835_22.518959599999995.png,exploration of urban space
advertisements,limited engagement,passive observation,negative,202212_113.9307835_22.518959599999995.png,passive observation
trees,moderate fascination,draw attention,positive,202212_113.93087370000002_22.545790199999995.png,notice activity
architecture,moderate fascination,draw attention,positive,202212_113.93087370000002_22.545790199999995.png,notice activity
traffic,detracted wonder,limit exploration,negative,202212_113.93087370000002_22.545790199999995.png,hinder exploration
sunlight,warm atmosphere,enhance comfort,positive,202212_113.93087370000002_22.545790199999995.png,enhance comfort
glare,obscured details,limit visual intrigue,negative,202212_113.93087370000002_22.545790199999995.png,limit visual intrigue
building,sense of interest,increased attention,positive,202212_113.931886_22.7478105.png,increased attention
traffic,moderate to high fascination,reduced boredom,positive,202212_113.931886_22.7478105.png,reduced boredom
trees,visual interest,engagement,positive,202212_113.93193850904419_22.576194066026474.png,engagement
roads,limited fascination,boredom,negative,202212_113.93193850904419_22.576194066026474.png,boredom
buildings,monotony,disengagement,negative,202212_113.93193850904419_22.576194066026474.png,disengagement
greenery,visual interest,exploration,positive,202212_113.93228114603475_22.79179135641364.png,exploration
road,limited fascination,avoidance of exploration,negative,202212_113.93228114603475_22.79179135641364.png,reduced curiosity
architecture,somewhat repetitive,mild engagement,neutral,202212_113.93228114603475_22.79179135641364.png,temporary engagement
traffic,feeling of distraction,disengagement,negative,202212_113.93228114603475_22.79179135641364.png,disengagement
construction,sense of monotony,lack of deep fascination,negative,202212_113.93228114603475_22.79179135641364.png,lack of deep fascination
buildings,limited attention,lack of engagement,negative,202212_113.9311179_22.517039299999997.png,lack of engagement
traffic,visual interest,curiosity,neutral,202212_113.9311179_22.517039299999997.png,curiosity
